,year,ISO_code,countries,region,pf_rol_procedural,pf_rol_civil,pf_rol_criminal,pf_rol,pf_ss_homicide,pf_ss_disappearances_disap,pf_ss_disappearances_violent,pf_ss_disappearances_organized,pf_ss_disappearances_fatalities,pf_ss_disappearances_injuries,pf_ss_disappearances,pf_ss_women_fgm,pf_ss_women_missing,pf_ss_women_inheritance_widows,pf_ss_women_inheritance_daughters,pf_ss_women_inheritance,pf_ss_women,pf_ss,pf_movement_domestic,pf_movement_foreign,pf_movement_women,pf_movement,pf_religion_estop_establish,pf_religion_estop_operate,pf_religion_estop,pf_religion_harassment,pf_religion_restrictions,pf_religion,pf_association_association,pf_association_assembly,pf_association_political_establish,pf_association_political_operate,pf_association_political,pf_association_prof_establish,pf_association_prof_operate,pf_association_prof,pf_association_sport_establish,pf_association_sport_operate,pf_association_sport,pf_association,pf_expression_killed,pf_expression_jailed,pf_expression_influence,pf_expression_control,pf_expression_cable,pf_expression_newspapers,pf_expression_internet,pf_expression,pf_identity_legal,pf_identity_parental_marriage,pf_identity_parental_divorce,pf_identity_parental,pf_identity_sex_male,pf_identity_sex_female,pf_identity_sex,pf_identity_divorce,pf_identity,pf_score,pf_rank,ef_government_consumption,ef_government_transfers,ef_government_enterprises,ef_government_tax_income,ef_government_tax_payroll,ef_government_tax,ef_government,ef_legal_judicial,ef_legal_courts,ef_legal_protection,ef_legal_military,ef_legal_integrity,ef_legal_enforcement,ef_legal_restrictions,ef_legal_police,ef_legal_crime,ef_legal_gender,ef_legal,ef_money_growth,ef_money_sd,ef_money_inflation,ef_money_currency,ef_money,ef_trade_tariffs_revenue,ef_trade_tariffs_mean,ef_trade_tariffs_sd,ef_trade_tariffs,ef_trade_regulatory_nontariff,ef_trade_regulatory_compliance,ef_trade_regulatory,ef_trade_black,ef_trade_movement_foreign,ef_trade_movement_capital,ef_trade_movement_visit,ef_trade_movement,ef_trade,ef_regulation_credit_ownership,ef_regulation_credit_private,ef_regulation_credit_interest,ef_regulation_credit,ef_regulation_labor_minwage,ef_regulation_labor_firing,ef_regulation_labor_bargain,ef_regulation_labor_hours,ef_regulation_labor_dismissal,ef_regulation_labor_conscription,ef_regulation_labor,ef_regulation_business_adm,ef_regulation_business_bureaucracy,ef_regulation_business_start,ef_regulation_business_bribes,ef_regulation_business_licensing,ef_regulation_business_compliance,ef_regulation_business,ef_regulation,ef_score,ef_rank,hf_score
22,2012,PAN,Panama,Latin America & the Caribbean,5.6,4.5,3.8,4.617460317,3.246642272,10.0,10.0,10.0,10.0,10.0,10.0,,10.0,10.0,10.0,10.0,10.0,7.748880757,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.222222222000001,4.35,7.857407407,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,4.333333333,5.25,10.0,10.0,10.0,8.511904762,,10.0,10.0,10.0,10.0,10.0,10.0,,10.0,7.728516486,53.0,7.441176471,8.555858311,7.0,9.0,4.0,6.5,7.374258695,2.827744782,4.55419848,6.394916278999999,7.5,5.0,2.25658445,8.686436647999999,6.183043419,4.462612163999999,0.962962963,5.219904156,9.410879953,7.25210802,8.86,10.0,8.880746992999999,8.937144951,8.6,6.024,7.853714984,5.8327876210000005,8.76417365,7.298480635,10.0,7.869461072999999,10.0,5.310030783,7.726497285,8.219673226,8.0,8.875,10.0,8.958333332999999,2.233333333,4.5163925680000006,6.18900509,4.0,4.128922248,10.0,5.177942207,5.084178022,7.333333333,9.732268655,4.735023813,9.177323429,5.325710863,6.897973019,7.011416186,7.34,44.0,7.534258242999999
23,2008,NZL,New Zealand,Oceania,8.733333333,7.599610723,7.93797399,8.1,9.523177879,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,,10.0,10.0,9.841059292999999,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.222222222000001,9.816666667,9.67962963,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,8.75,10.0,10.0,10.0,9.678571429,,,,10.0,10.0,10.0,10.0,,10.0,9.421084929,5.0,4.310879759,7.041961852999999,8.0,5.0,5.0,5.0,6.088210403,9.563553667,7.9786399999999995,8.745086258999999,10.0,9.166666667000001,7.4757155520000005,9.929330401,8.517846815,7.919231472000001,1.0,8.810674537,9.725666341,9.478313316,9.229277751,10.0,9.608314352,8.873333333,9.56,8.804,9.079111111,8.742251056,8.76417365,8.753212353,10.0,7.917720384,7.5,5.86315899,7.093626457999999,8.73148748,10.0,9.823324596,10.0,9.941108199,8.9,4.143104694,7.82002412,10.0,10.0,10.0,8.477188136,4.539761352,4.456521738999999,9.963781682,9.623810902999999,9.792102266,9.215347147000001,7.931887515,8.783394616,8.4,3.0,8.910542465
24,2008,PAK,Pakistan,South Asia,2.633333333,3.944855823,3.878017062,3.5,7.052392861,0.0,3.491994356,2.5,7.604565059,6.398292463,3.998970375,9.5,2.5,,,5.0,5.666666667,5.572676634,0.0,5.0,5.0,3.333333333,5.0,3.333333333,4.166666667,9.288888888999999,8.938888889,7.464814815,5.0,7.5,7.5,6.666666667,7.083333333,10.0,6.666666667,8.333333332999999,10.0,6.666666667,8.333333332999999,7.25,6.333517947000001,10.0,3.666666667,3.25,10.0,10.0,10.0,7.60716923,,,,0.0,0.0,0.0,0.0,,0.0,4.833700896,141.0,7.638235293999999,9.085286104,6.0,10.0,10.0,10.0,8.180880349,3.5245062089999997,3.206878333,4.62508831,1.6666666669999999,5.0,3.553882195,6.688317217000001,3.3294001160000004,3.7422961630000002,0.7777777779999999,3.490077552,8.236571288,8.487201466,5.942775781,0.0,5.666637134,7.333333333,7.3,5.624,6.752444444,5.051718965,7.196061512000001,6.1238902379999995,9.254930606,5.567049126000001,0.769,0.7743794890000001,2.3701428719999997,6.12535204,8.0,7.289000173,9.0,8.096333391,2.2,5.455131182000001,6.1903607329999994,8.0,1.656438394,10.0,5.583655052,3.810262155,5.957854406,9.298743461,3.685017873,5.985617884,3.7227771780000003,5.410045492999999,6.363344645,5.97,117.0,5.401850447999999
25,2012,AZE,Azerbaijan,Caucasus & Central Asia,,,,4.016058999999999,9.127892889,10.0,9.103536255,7.5,10.0,10.0,9.320707251,10.0,7.5,5.0,5.0,5.0,7.5,8.64953338,5.0,5.0,5.0,5.0,2.5,2.5,2.5,7.751111111,5.552777777999999,5.267962963,2.5,5.0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,3.0,10.0,0.318191559,1.0,1.75,7.5,7.5,7.5,5.081170223,,10.0,10.0,10.0,10.0,10.0,10.0,,10.0,6.001311414,125.0,5.676470588,8.122631195,0.0,8.0,4.0,6.0,4.949775446,3.803804565,4.633253546000001,4.964515602,5.833333333,5.833333333,7.5544194760000005,9.627752768999999,5.5357536529999996,7.877120134,0.923076923,5.946932309,9.187344129,3.468217212,9.788,5.0,6.860890335,9.093333333,8.18,6.6512,7.9748444439999995,5.419328727000001,6.255895438,5.837612082000001,10.0,5.411772162,4.615384615,0.0,3.342385592,6.78871053,5.0,10.0,9.0,8.0,8.333333332999999,6.53128031,7.397378171000001,8.0,7.755176154,1.0,6.502861328,5.277721157,6.0,9.765379811,4.3804261339999995,6.950524385,7.601204136000001,6.6625426039999995,7.055134644,6.32,113.0,6.160655707
26,2012,QAT,Qatar,Middle East & North Africa,,,,6.753857000000001,9.867271403,5.0,10.0,10.0,10.0,10.0,9.0,7.0,0.0,0.0,0.0,0.0,2.333333333,7.066868246,0.0,10.0,0.0,3.333333333,2.5,2.5,2.5,9.371111111,6.25,6.04037037,2.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,5.0,3.75,2.25,10.0,10.0,3.333333333,3.75,7.5,5.0,5.0,6.369047619,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,5.254456444,140.0,0.0,9.613647987,,10.0,,10.0,6.537882662,8.467343116,7.231345182999999,8.298582717999999,6.666666667,8.333333332999999,4.85642951,9.655696541000001,8.87155786,9.67260754,0.615384615,6.46634535,8.414528089,3.701198893,9.626,10.0,7.935431746,9.313333333,9.06,7.3868,8.586711111,7.632764525,7.677720562999999,7.655242544,10.0,6.7028850989999995,4.615384615,3.4293948810000003,4.915888198999999,7.789460463999999,,10.0,9.0,9.5,10.0,7.341692736000001,8.281377774,8.0,4.819637278,10.0,8.073784631,7.0043897070000005,7.555555556,9.471019806000001,8.862635296,9.898402185,9.540417615,8.722070027000001,8.765284886,7.5,30.0,6.377228222
27,2012,CYP,Cyprus,Eastern Europe,,,,6.8133740000000005,9.224711954,10.0,10.0,7.5,10.0,10.0,9.5,10.0,10.0,10.0,10.0,10.0,10.0,9.574903985,10.0,10.0,10.0,10.0,5.0,10.0,7.5,8.733333333,6.994444444,7.7425925929999995,10.0,10.0,10.0,7.5,8.75,10.0,10.0,10.0,10.0,7.5,8.75,9.5,10.0,10.0,8.0,7.5,10.0,10.0,10.0,9.357142857000001,,10.0,10.0,10.0,5.0,5.0,5.0,,7.5,8.507043041000001,40.0,5.332432517,5.859035488,10.0,7.0,6.0,6.5,6.922867001,5.790819717000001,5.472110294,6.236131491,8.333333332999999,8.333333332999999,4.003515462,6.085095606,6.302549363,7.482511085,0.897435897,6.118113357,9.353500348999999,9.198733205,9.522,10.0,9.518558388999999,9.633333333,8.9,6.106,8.213111111,6.555182457999999,9.265478688,7.9103305729999995,10.0,6.171505475,0.7692307690000001,6.416287196,4.452341147,7.6439457079999995,10.0,4.438417901,10.0,8.1461393,6.666666667,5.079440609,5.58035056,10.0,10.0,0.0,6.2210763060000005,5.211956146,8.444444444,9.614662816000001,6.267044092999999,4.89684169,8.352229009,7.131196366,7.166137324,7.47,32.0,7.988521521
28,2009,GTM,Guatemala,Latin America & the Caribbean,5.8666666670000005,4.083093802,3.740005777,4.6,0.0,10.0,10.0,7.5,10.0,10.0,9.5,10.0,10.0,,,10.0,10.0,6.5,10.0,10.0,10.0,10.0,7.5,6.666666667,7.083333333,9.444444444,9.627777777999999,8.718518519,10.0,10.0,7.5,6.666666667,7.083333333,7.5,6.666666667,7.083333333,10.0,6.666666667,8.333333332999999,8.5,0.0,10.0,4.666666667,3.5,10.0,10.0,10.0,6.880952381,,,,10.0,10.0,10.0,10.0,,10.0,7.18494709,78.0,8.652941176,9.864305177,7.0,7.0,4.0,5.5,7.754311587999999,2.8730925689999998,3.392495343,4.429417235,6.666666667,2.5,3.389826813,9.2366063,2.217647549,1.155346647,0.962962963,3.910778299,8.930343986,9.051146648,9.628840547000001,10.0,9.402582796,9.106666667,8.88,7.5584,8.515022222,6.025748902,7.677720562999999,6.851734733,10.0,6.98148751,8.461538462,7.965046175,7.802690715,8.292361918,10.0,6.966904455,9.0,8.655634818,5.566666667000001,4.996536902,7.098426961,6.0,0.62636906,3.0,4.547999932,4.300900118,5.906862745,8.220279392,4.485361817,6.931319071,6.143991695,5.99811914,6.40058463,7.15,53.0,7.167473545
29,2015,CMR,Cameroon,Sub-Saharan Africa,2.81917135,3.4627771010000004,2.993082948,3.091677133,8.330359523,0.0,0.0,2.5,0.0,5.962253994,1.692450799,9.9,7.5,5.0,5.0,5.0,7.466666667,5.829825662999999,0.0,5.0,5.0,3.333333333,,,7.5,8.495555556000001,8.333333332999999,8.10962963,7.5,2.5,,,5.0,,,5.0,,,7.5,5.5,10.0,9.562066594,2.666666667,4.5,7.5,7.5,7.5,7.03267618,,10.0,10.0,10.0,0.0,0.0,0.0,5.0,5.0,5.127939613000001,148.0,7.4117647060000005,9.567100156,8.0,5.0,4.0,4.5,7.369716215,3.363429612,4.226160245,5.131341755,5.0,3.333333333,2.168525641,3.3746655760000004,5.561403433,4.8249238210000005,0.585365854,3.257379298,9.351748714,9.570885342999999,9.462803446,0.0,7.0963593760000006,3.84,6.36,6.2872,5.4957333329999996,3.916418088,0.0,1.958209044,10.0,5.79216713,0.833333333,0.553128207,2.392876223,4.96170465,5.0,6.414,9.0,6.804666667,7.233333332999999,5.086262976,6.495046575,8.0,7.006901537999999,10.0,7.303590737,3.966693157,1.111111111,8.714378586,2.9664896310000004,8.692099925,2.938124325,4.731482789,6.279913398,5.79,133.0,5.458969807000001
30,2015,TCD,Chad,Sub-Saharan Africa,,,,3.3642580239999997,6.383879883,5.0,3.528160911,2.5,2.719181025,3.9040986230000003,3.530288112,5.6,10.0,0.0,0.0,0.0,5.2,5.038055998,10.0,10.0,5.0,8.333333332999999,,,7.5,8.411111111,8.05,7.987037037,5.0,5.0,,,7.5,,,7.5,,,7.5,6.5,10.0,10.0,2.666666667,2.5,10.0,7.5,10.0,7.523809524,,0.0,0.0,0.0,10.0,10.0,10.0,5.0,5.0,5.634996495,128.0,9.835294118,9.918256131,7.0,1.0,1.0,1.0,6.938387562000001,2.0042480190000003,3.094967001,3.3447307810000004,3.7,,2.223210769,4.9609297130000005,3.120915095,3.328550849,0.7179487179999999,2.76778205,8.855373236,7.286450433,9.267999999999999,0.0,6.352455917,,6.42,6.2052,6.3126,3.436857058,0.774586216,2.105721637,10.0,3.6308667889999997,1.5384615380000002,1.4381333369999998,2.202487222,5.155202215,2.0,6.575,9.0,5.858333332999999,5.0,3.898970994,6.32577223,6.0,7.942244808,3.0,5.361164672,3.594379235,1.111111111,6.326956098999999,1.996430308,7.29994292,1.413655926,3.623745933,4.947747979,5.23,152.0,5.432498247000001
31,2016,MMR,Myanmar,South Asia,2.39994477,3.657112396,2.8720874419999998,2.9763815360000003,9.093876059,5.0,9.268856885,5.0,9.539884074,9.780657066,7.717879605,10.0,10.0,0.0,5.0,2.5,7.5,8.103918555,0.0,0.0,5.0,1.6666666669999999,,,7.5,6.8666666670000005,4.672222222,6.346296296,7.5,7.5,,,5.0,,,7.5,,,7.5,7.0,8.109112634,9.621822527,2.333333333,2.75,10.0,10.0,10.0,7.544895499,0.0,0.0,5.0,2.5,0.0,10.0,5.0,10.0,4.375,5.463360869,139.0,2.891176471,,7.0,9.0,9.0,9.0,6.297058824,2.6969544030000003,2.733533833,3.4096095060000002,3.333333333,5.0,1.870795505,7.04584874,3.0954840760000004,3.9392062919999997,0.926829268,3.545876002,7.848682952000001,9.466555077,8.60706,0.0,6.480574507,0.0,8.88,7.312,5.397333333,4.977518409,0.8875739640000001,2.932546187,10.0,3.85186179,0.7692307690000001,0.0,1.540364186,4.967560927,0.0,7.6739999999999995,10.0,5.8913333329999995,8.9,5.218518499,7.417320716,8.0,4.0138030769999995,0.0,5.591607048999999,3.235433132,4.8888888889999995,9.130539477000001,2.179041074,9.363306289,6.838969936,5.939363133,5.807434505,5.42,151.0,5.441680433999999
32,2013,HKG,Hong Kong,East Asia,7.6,7.2,7.3,7.3873015870000005,9.653077517,,10.0,,10.0,10.0,10.0,10.0,7.5,5.0,10.0,7.5,8.333333332999999,9.328803617,,,10.0,10.0,10.0,10.0,10.0,9.511111111,8.055555556,9.188888889,10.0,10.0,10.0,7.5,8.75,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,6.0,6.0,10.0,10.0,10.0,8.857142857000001,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,8.983629476,18.0,8.135294118,9.168102949,8.0,10.0,10.0,10.0,8.825849267,8.873609223999999,7.7789603210000005,8.444035996,8.333333332999999,8.333333332999999,6.4633836129999995,6.7980005420000005,8.685418996000001,7.830656422000001,1.0,7.948970198,9.124088508,9.296854459,9.129646419,10.0,9.387647346,9.993333332999999,10.0,10.0,9.997777778,7.517681747,9.349321697999999,8.433501722,10.0,8.591783654,6.923076922999999,10.0,8.504953526,9.234058256,10.0,10.0,10.0,10.0,10.0,7.876093095,8.439576135,10.0,9.499231604,10.0,9.302483472,6.591552753999999,10.0,9.905252418,8.221864655,9.842569562000001,9.125672536,8.947818654,9.416767375,8.96,1.0,8.971814737999999
33,2016,GUY,Guyana,Latin America & the Caribbean,4.863326035,5.139137547,3.980730659,4.661064747,2.651689568,10.0,10.0,7.5,10.0,10.0,9.5,,,10.0,10.0,10.0,10.0,7.383896523,10.0,10.0,,10.0,,,,9.666666667000001,8.655555556,9.161111111,,,,,,,,,,,,,10.0,10.0,6.333333333,6.0,,,,8.083333332999999,,,,,0.0,10.0,5.0,,5.0,7.041795873,78.0,5.273529412,,6.0,8.0,5.0,6.5,5.9245098039999995,3.858248442,4.11958665,4.534600612,6.666666667,2.5,4.445418054,7.637462621,2.98569714,4.381482472,0.923076923,4.39414131,9.794409847999999,8.671484012999999,9.8524,5.0,8.329573465,,7.82,5.1168,6.4684,6.226973771,1.4497041419999999,3.8383389560000003,10.0,5.6646935570000005,5.833333333,4.535651294,5.344559395,6.412824587999999,10.0,0.0,9.0,6.333333333,8.9,5.861935014,6.8610394789999996,4.0,7.409818639,10.0,7.172132189,3.990478159,4.444444444,9.320758662000001,3.115146765,7.523971346000001,7.130412424,5.9208686329999995,6.475444717999999,6.31,119.0,6.675897936
34,2011,KEN,Kenya,Sub-Saharan Africa,4.1,4.7368029389999995,3.979868596,4.3,7.861681355,10.0,10.0,2.5,9.678331761,9.477485251000001,8.331163403,7.3,10.0,5.0,5.0,5.0,7.433333332999999,7.8753926970000006,5.0,0.0,10.0,5.0,10.0,10.0,10.0,7.188888888999999,6.4805555560000005,7.889814815,7.5,7.5,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,10.0,10.0,4.666666667,5.25,7.5,10.0,10.0,8.202380952,,5.0,5.0,5.0,0.0,10.0,5.0,,5.0,6.553067751,102.0,7.323529412,9.725885559,6.0,8.0,8.0,8.0,7.762353742999999,4.008463105,4.4299984939999995,4.291148993,6.666666667,3.333333333,4.092266252,7.206897343,4.008706648,4.215170593,0.9259259259999999,4.5208598239999995,8.198420693,8.108485102000001,7.196000000000001,10.0,8.375726449,8.02,7.5,5.3,6.94,4.84280537,6.361137455,5.601971412999999,10.0,5.643460673,3.8461538460000004,3.540020522,4.34321168,6.721295773,10.0,6.640565358,9.0,8.546855119,7.766666667000001,6.614195092999999,6.67517208,8.0,6.299740913,10.0,7.559295792,3.93607229,4.696969697,8.551090563999999,3.18897866,8.497263859,6.188829001,5.843200678,7.31645053,6.94,75.0,6.746533875
35,2014,OMN,Oman,Middle East & North Africa,,,,6.017108185,9.737435069,10.0,10.0,7.5,10.0,10.0,9.5,10.0,7.5,0.0,0.0,0.0,5.833333333,8.356922801,10.0,10.0,0.0,6.666666667,,,2.5,9.882222222000001,7.455555556,6.612592593,2.5,2.5,,,0.0,,,5.0,,,2.5,2.5,10.0,10.0,1.6666666669999999,3.25,5.0,2.5,5.0,5.345238095,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7059574820000005,136.0,0.0,8.134859664,0.0,10.0,10.0,10.0,4.533714916,5.854940337,4.9965654939999995,6.808496344,8.333,8.333,5.138,8.711478488,7.602797347999999,8.658311837000001,0.58974359,5.69098087,8.982146384,6.327686149,9.797197032,10.0,8.776757391,9.626666667,9.06,7.6124,8.766355556,7.309890602,6.770427259,7.040158931000001,10.0,6.529648712,5.384615385,7.3012923270000005,6.405185475,8.05292499,10.0,9.495,10.0,9.831666667,8.9,5.4061699139999995,7.698591484,2.0,10.0,10.0,7.3341269,4.172826173,7.777777778,8.844944987,5.901687957,8.357078206,9.237765800000002,7.382013483,8.18260235,7.05,73.0,6.377978741000001
36,2014,PER,Peru,Latin America & the Caribbean,5.365145638,4.262512994,3.3967364160000004,4.341465016,7.318985861,10.0,10.0,7.5,9.956952246,9.922514042000001,9.475893258,10.0,10.0,5.0,5.0,5.0,8.333333332999999,8.376070817,10.0,10.0,10.0,10.0,,,10.0,7.166666667,5.6,7.588888889,10.0,7.5,,,10.0,,,7.5,,,10.0,9.0,6.771418426,10.0,5.0,5.0,10.0,10.0,10.0,8.110202632,,10.0,5.0,7.5,10.0,10.0,10.0,10.0,9.166666667000001,7.565959777000001,56.0,6.991176471,9.552593692,7.0,8.0,4.0,6.0,7.385942541,2.998519281,2.775131053,4.5895698430000005,7.5,5.0,5.085,8.792407873,2.693076366,3.0973541410000003,1.0,4.725673173000001,9.085449143,9.08940565,9.354790642000001,10.0,9.382411358999999,9.62,9.32,8.3544,9.098133333,6.520373455,5.768062261,6.144217857999999,10.0,7.843456493,8.461538462,8.960676947,8.421890634,8.416060456,10.0,9.948,9.0,9.649333333,3.9,4.09530517,7.413508478,10.0,7.047193248999999,10.0,7.076001149,2.297989387,8.444444444,9.064626407,3.552304345,8.080461796,7.0855751179999995,6.42090025,7.715411577,7.53,35.0,7.547979889
37,2008,TCD,Chad,Sub-Saharan Africa,,,,3.458729,6.126527762,5.0,0.0,0.0,9.670674291000001,9.820367795,4.898208417,6.4,10.0,,,0.0,5.466666667,5.497134282,5.0,5.0,10.0,6.666666667,7.5,10.0,8.75,8.888888889,8.1,8.57962963,7.5,5.0,7.5,3.333333333,5.416666667,7.5,10.0,8.75,7.5,3.333333333,5.416666667,6.416666667,10.0,10.0,2.0,2.25,6.666666667,6.666666667,10.0,6.797619048,,,,0.0,10.0,10.0,10.0,,5.0,5.585024022000001,130.0,7.961764706,9.918256131,0.0,,,,5.960006946,1.907802709,3.003074167,2.513463079,1.2,,0.29707907,4.16843355,2.409571574,4.171194529,0.793103448,2.204465886,8.681808928999999,6.987896116,7.940604836,0.0,5.90257747,,6.42,6.2052,6.3126,3.9889232060000004,0.0,1.9944616030000002,10.0,3.50166068,0.0,0.0,1.167220227,4.868570457,2.0,7.080828626000001,9.0,6.026942875,6.1,4.723110492,7.1443183470000005,8.0,6.662575358,3.0,5.938334032999999,3.523594984,4.255319149,4.531871571,2.392798382,6.182890924,1.7947730259999999,3.780208006,5.248494971,4.84,135.0,5.212512011
38,2010,YEM,"Yemen, Rep.",Middle East & North Africa,,,,4.043714,8.137823037999999,5.0,7.528958384,2.5,4.944954865,8.025990755,5.599980801,10.0,5.0,,,5.0,6.666666667,6.801490168,5.0,0.0,5.0,3.333333333,5.0,6.666666667,5.833333333,,,5.833333333,7.5,5.0,7.5,6.666666667,7.083333333,5.0,3.333333333,4.166666667,5.0,3.333333333,4.166666667,5.583333333,5.763928657999999,9.576392866,1.0,1.75,10.0,6.666666667,3.333333333,5.441474502999999,,,,0.0,0.0,0.0,0.0,,0.0,4.730448492,151.0,8.038235294,7.771117166,4.0,,,,6.6031174870000005,1.284956667,1.821336667,3.874178333,6.666666667,3.333333333,5.5431332310000005,8.391811786,1.7721883330000001,5.222981667,0.620689655,3.413405314,8.369676664,4.84588809,7.765033227999999,10.0,7.745149495,8.98,,8.12,8.55,6.165421667,6.339738447999999,6.252580057,10.0,3.399498333,6.923076922999999,0.22125128300000002,3.5146088460000002,7.079297226,,4.116416416,9.0,6.558208208,8.9,5.608661667000001,7.991593333,8.0,2.517253846,0.0,5.502918141,2.620223333,2.121212121,8.735527389,1.943841905,8.917008165,7.220087036000001,5.259649991,5.7735921139999995,6.12,121.0,5.425224246
39,2015,ARG,Argentina,Latin America & the Caribbean,6.6752616510000005,5.674435283999999,4.25560255,5.535099829,7.386323317,10.0,10.0,7.5,10.0,10.0,9.5,10.0,10.0,10.0,10.0,10.0,10.0,8.962107772000001,10.0,10.0,10.0,10.0,,,7.5,8.944444444,7.222222222,7.8888888889999995,7.5,10.0,,,5.0,,,7.5,,,7.5,7.5,10.0,10.0,5.333333333,5.0,10.0,10.0,10.0,8.619047619,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,8.025095551,45.0,5.285294118,6.048930423,6.0,7.0,1.0,4.0,5.333556135,3.030578338,2.8947949410000002,3.655030465,7.5,3.333333333,4.123465983,6.857195103,3.2801417510000004,4.1527913530000005,0.7692307690000001,3.81636162,5.179317925,5.918005001,4.724,10.0,6.455330731,4.153333333,7.28,6.0288,5.8207111110000005,4.037772209,5.15562923,4.59670072,0.0,4.782937331,0.7692307690000001,7.965046175,4.505738092,3.730787481,5.0,5.2860000000000005,10.0,6.7620000000000005,1.6666666669999999,2.258974344,3.352490266,10.0,2.517253846,10.0,4.9658975210000005,2.050997123,4.444444444,9.101895171,2.595698675,5.351838403,5.975851798,4.920120936,5.549339485,4.98,153.0,6.502547776
40,2011,COG,"Congo, Rep. Of",Sub-Saharan Africa,,,,3.93488,6.053026962000001,10.0,10.0,5.0,10.0,10.0,9.0,9.0,10.0,0.0,5.0,2.5,7.166666667,7.406564542999999,10.0,10.0,5.0,8.333333332999999,10.0,7.5,8.75,8.517777778,7.172222222,8.146666667,7.5,5.0,10.0,7.5,8.75,10.0,5.0,7.5,7.5,5.0,6.25,7.0,10.0,10.0,1.6666666669999999,1.5,7.5,7.5,5.0,6.166666667,,0.0,0.0,0.0,10.0,10.0,10.0,,5.0,6.300027802000001,113.0,5.2647058819999994,9.791987652000001,0.0,4.0,3.0,3.5,4.639173383999999,,3.926426873,,0.0,3.333333333,3.011738204,3.960541938,,,0.793103448,2.551952062,6.271587454,2.373606223,9.734,0.0,4.594798419,9.373333333,6.44,6.2264,7.3465777779999994,,2.100921142,2.100921142,10.0,,1.5384615380000002,0.0,0.7692307690000001,5.054182422,0.0,10.0,9.0,6.333333333,2.233333333,,,6.0,7.680348692000001,10.0,6.478420506,,0.757575758,5.821850594,,5.557087126,3.207148161,3.83591541,5.549223082999999,4.48,151.0,5.3900139010000006
41,2010,VNM,Vietnam,South Asia,6.666666667,4.349101094,5.694846752,5.6,9.395970581,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,,10.0,10.0,9.79865686,0.0,5.0,10.0,5.0,5.0,3.333333333,4.166666667,7.3555555560000005,6.483333332999999,6.001851852000001,2.5,2.5,0.0,3.333333333,1.6666666669999999,2.5,3.333333333,2.916666667,5.0,3.333333333,4.166666667,2.75,10.0,9.434852714,0.666666667,1.75,3.333333333,3.333333333,3.333333333,4.550217054,,,,10.0,10.0,10.0,10.0,,10.0,6.679871106,99.0,9.076470588,,,5.0,5.0,5.0,7.038235294,4.325704433,4.392434917,4.522316367,5.0,6.666666667,6.509694205,8.725516721,6.9555959000000005,5.852459767,0.9655172409999999,5.781939026,8.01512173,7.460893396,8.227679927999999,0.0,5.925923762999999,8.157480315,8.04,5.216,7.137826772,4.5385539669999995,7.008729505,5.773641736,10.0,5.348405817,0.7692307690000001,0.553128207,2.223588264,6.283764193,,9.255755756000001,10.0,9.627877878,7.233333332999999,5.435955967000001,7.788724533,10.0,2.517253846,0.0,5.495877947,2.8468831669999997,5.909090909,8.47992526,3.626472033,7.459931488,0.0,4.720383808999999,6.614713211000001,6.33,112.0,6.504935552999999
42,2016,LVA,Latvia,Eastern Europe,,,,6.681684163,8.65506611,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.551688703,10.0,10.0,10.0,10.0,,,10.0,9.111111111,6.527777778,8.546296296,10.0,10.0,,,10.0,,,10.0,,,10.0,10.0,10.0,10.0,7.666666667,8.0,10.0,10.0,10.0,9.380952381,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,8.851068084,22.0,5.094117647,7.0190547720000005,8.0,9.0,4.0,6.5,6.653293105,4.374066592,2.6629948619999997,5.061287085,8.333333332999999,8.333333332999999,5.526466726000001,9.030740107,5.433932145,7.014982700000001,1.0,6.196792987,7.845655558,9.474564075,9.973180000000001,10.0,9.323349907999999,9.0,8.96,6.8384,8.266133332999999,6.691350937,9.415980373,8.053665655,10.0,6.575396061,6.923076922999999,7.743794892,7.080755958999999,8.350138737,8.0,9.285211406,8.0,8.428403802,5.0,4.164066315,8.426756858,10.0,7.755176154,10.0,7.557666555,3.182594378,9.111111111,9.805001036,3.986590982,7.786807332,8.11122849,6.997222222,7.661097526,7.64,23.0,8.245534042000001
